   3.7700588e-01   9.5180775e-01   3.1825614e-02
   1.8151682e+00   7.6822581e-01   6.3618984e-02
   5.7535697e-01   7.6849085e-01   9.5347900e-02
   2.5274674e-01   7.9838441e-01   1.2698022e-01
   1.1721840e+00   7.2790235e-01   1.5848389e-01
   1.2490528e+00   7.2161475e-01   1.8982699e-01
   1.0350431e+00   6.2656266e-01   2.2097778e-01
   1.6862481e+00   5.4159309e-01   2.5190469e-01
   1.3501173e+00   4.8414514e-01   2.8257638e-01
  -5.6920206e-01   5.0866165e-01   3.1296180e-01
   6.9280426e-01   5.1962734e-01   3.4303014e-01
  -4.0840566e-01   6.2017860e-01   3.7275095e-01
   7.5893182e-01   7.9609810e-01   4.0209411e-01
   2.2676690e+00   7.8307380e-01   4.3102991e-01
   5.9479788e-01   7.4761275e-01   4.5952901e-01
   1.2637739e+00   8.4432324e-01   4.8756255e-01
   1.1684380e+00   1.0181482e+00   5.1510214e-01
   7.4350710e-01   1.3674182e+00   5.4211986e-01
   1.9252468e+00   1.3203408e+00   5.6858834e-01
   4.5609868e-01   1.4380208e+00   5.9448077e-01
   1.1486509e+00   1.6774216e+00   6.1977092e-01
   4.7719213e-01   1.7161136e+00   6.4443316e-01
   2.1490456e+00   2.0007286e+00   6.6844250e-01
   2.6932239e+00   2.1218237e+00   6.9177464e-01
   2.1131730e+00   2.1359087e+00   7.1440591e-01
   2.7638598e+00   2.3426642e+00   7.3631341e-01
   2.2646532e+00   2.5752460e+00   7.5747492e-01
   3.1404196e+00   2.7477662e+00   7.7786902e-01
   2.8635982e+00   3.0638009e+00   7.9747503e-01
   4.4605097e+00   3.0784191e+00   8.1627311e-01
   3.5246558e+00   3.0541821e+00   8.3424420e-01
   4.7219293e+00   3.0358235e+00   8.5137009e-01
   4.4009712e+00   3.0535399e+00   8.6763343e-01
   3.2221097e+00   3.0980782e+00   8.8301776e-01
   3.6124305e+00   3.3273305e+00   8.9750747e-01
   3.1643648e+00   3.3967796e+00   9.1108790e-01
   3.9687746e+00   3.5072060e+00   9.2374528e-01
   1.0073809e+00   3.5706190e+00   9.3546679e-01
   4.3167632e+00   3.6752422e+00   9.4624055e-01
   2.0482656e+00   3.7052212e+00   9.5605566e-01
   2.2641336e+00   3.8118600e+00   9.6490215e-01
   6.6820889e+00   4.0037726e+00   9.7277108e-01
   3.5022899e+00   4.1313730e+00   9.7965447e-01
   3.4490263e+00   4.2371633e+00   9.8554535e-01
   4.0980345e+00   4.3061105e+00   9.9043774e-01
   4.6638884e+00   4.4887456e+00   9.9432670e-01
   5.1771837e+00   4.5145238e+00   9.9720828e-01
   5.7673987e+00   4.6086767e+00   9.9907956e-01
   4.6364433e+00   4.5911539e+00   9.9993864e-01
   4.4093776e+00   4.4161565e+00   9.9978466e-01
   4.8247467e+00   4.4409324e+00   9.9861778e-01
   3.6963811e+00   4.4785947e+00   9.9643916e-01
   5.3100274e+00   4.4921454e+00   9.9325103e-01
   4.5780213e+00   4.4801161e+00   9.8905661e-01
   5.5211675e+00   4.5698746e+00   9.8386015e-01
   4.4217198e+00   4.7334160e+00   9.7766692e-01
   4.4020549e+00   4.9232257e+00   9.7048318e-01
   4.5969196e+00   4.8377255e+00   9.6231623e-01
   4.0306551e+00   4.5754432e+00   9.5317432e-01
   2.4662912e+00   4.4780564e+00   9.4306673e-01
   4.0375167e+00   4.6715042e+00   9.3200370e-01
   4.8442819e+00   4.6796228e+00   9.1999642e-01
   4.2369009e+00   4.8468689e+00   9.0705708e-01
   5.6054107e+00   4.7867027e+00   8.9319877e-01
   5.7857477e+00   4.7285996e+00   8.7843554e-01
   2.9157428e+00   4.6447314e+00   8.6278234e-01
   6.0760853e+00   4.5332733e+00   8.4625503e-01
   2.8139032e+00   4.6083711e+00   8.2887036e-01
   2.5817571e+00   4.5443050e+00   8.1064594e-01
   5.4291266e+00   4.3799469e+00   7.9160024e-01
   4.8913787e+00   4.2949447e+00   7.7175254e-01
   4.5231856e+00   4.1239007e+00   7.5112296e-01
   4.7822889e+00   3.9085501e+00   7.2973240e-01
   4.7871974e+00   3.9186222e+00   7.0760252e-01
   3.0509381e+00   3.8193320e+00   6.8475576e-01
   5.7172116e+00   3.8434865e+00   6.6121525e-01
   3.8590969e+00   3.8531416e+00   6.3700485e-01
   3.1540092e+00   3.8118543e+00   6.1214908e-01
   2.8392801e+00   3.7287985e+00   5.8667313e-01
   5.6987532e+00   3.6018197e+00   5.6060280e-01
   4.0712760e+00   3.6304911e+00   5.3396451e-01
   5.9344694e+00   3.4218405e+00   5.0678525e-01
   3.8257991e+00   3.3183404e+00   4.7909255e-01
   2.4592731e+00   3.2888387e+00   4.5091447e-01
   2.6350587e+00   3.2826638e+00   4.2227955e-01
   4.5750391e+00   3.2484972e+00   3.9321682e-01
   3.8207342e+00   3.0874707e+00   3.6375570e-01
   1.7004736e+00   2.7041521e+00   3.3392605e-01
   6.3848624e-01   2.3967462e+00   3.0375810e-01
   3.7514498e+00   2.3937352e+00   2.7328240e-01
   8.6138118e-01   2.2234022e+00   2.4252983e-01
   2.1152845e+00   2.0528636e+00   2.1153155e-01
   4.3275866e+00   1.9348407e+00   1.8031896e-01
   1.4647758e+00   1.7881997e+00   1.4892368e-01
   5.5562120e-01   1.7575859e+00   1.1737752e-01
   1.2588303e+00   1.5149346e+00   8.5712448e-02
  -2.5677208e-01   1.4799631e+00   5.3960537e-02
   1.1323931e+00   1.4082183e+00   2.2153956e-02
   1.9246780e+00   1.2007135e+00  -9.6750687e-03
   3.2677886e+00   1.0141130e+00  -4.1494292e-02
   3.8175669e-01   8.6026899e-01  -7.3271476e-02
  -5.4273554e-02   8.8269821e-01  -1.0497443e-01
  -1.8691161e+00   7.2492451e-01  -1.3657103e-01
   4.6306602e-02   5.3134318e-01  -1.6802926e-01
   2.3136530e-03   4.4047318e-01  -1.9931726e-01
   1.0513085e+00   2.0314753e-01  -2.3040333e-01
   2.5468188e-01  -1.2434309e-01  -2.6125596e-01
   1.0076168e+00  -2.9849588e-01  -2.9184392e-01
  -1.4220516e+00  -4.6993892e-01  -3.2213620e-01
   8.8482881e-01  -6.4780732e-01  -3.5210211e-01
   7.0485277e-01  -7.4191632e-01  -3.8171130e-01
  -9.0798727e-01  -1.0138270e+00  -4.1093377e-01
  -1.0166807e+00  -1.1843414e+00  -4.3973991e-01
  -1.1796327e+00  -1.2413122e+00  -4.6810054e-01
  -4.5835488e-01  -1.3193251e+00  -4.9598692e-01
  -8.8189822e-01  -1.5205825e+00  -5.2337081e-01
  -1.5855748e+00  -1.6403306e+00  -5.5022445e-01
  -1.6448718e+00  -1.6847047e+00  -5.7652065e-01
  -4.0275778e-01  -1.7959100e+00  -6.0223276e-01
  -1.9430100e+00  -1.8711019e+00  -6.2733473e-01
  -1.3325416e+00  -2.0518187e+00  -6.5180114e-01
  -9.9064575e-01  -2.2240337e+00  -6.7560718e-01
  -3.0709195e+00  -2.2535835e+00  -6.9872875e-01
  -2.9716480e+00  -2.5251321e+00  -7.2114243e-01
  -1.4978195e+00  -2.6299432e+00  -7.4282549e-01
  -1.5907817e+00  -2.7815099e+00  -7.6375597e-01
  -4.4720689e-01  -2.9934269e+00  -7.8391268e-01
  -8.1561510e-01  -3.0057503e+00  -8.0327518e-01
  -9.0913940e-01  -3.0245252e+00  -8.2182386e-01
  -2.4289432e+00  -3.1512927e+00  -8.3953993e-01
  -4.2188887e+00  -3.3280283e+00  -8.5640545e-01
  -3.3544635e+00  -3.4542813e+00  -8.7240331e-01
  -3.5993644e+00  -3.3466513e+00  -8.8751732e-01
  -3.4445401e+00  -3.5782419e+00  -9.0173216e-01
  -3.3609197e+00  -3.5725192e+00  -9.1503344e-01
  -2.0657226e+00  -3.4842714e+00  -9.2740767e-01
  -3.1735260e+00  -3.6655068e+00  -9.3884232e-01
  -3.0995317e+00  -3.8887954e+00  -9.4932580e-01
  -2.3678689e+00  -4.1256059e+00  -9.5884750e-01
  -3.7721415e+00  -3.9647195e+00  -9.6739776e-01
  -3.9342995e+00  -4.1028622e+00  -9.7496793e-01
  -4.6220888e+00  -4.2529710e+00  -9.8155033e-01
  -3.3083797e+00  -4.4909965e+00  -9.8713829e-01
  -4.0958742e+00  -4.4385315e+00  -9.9172616e-01
  -5.9461995e+00  -4.4947041e+00  -9.9530929e-01
  -3.0359691e+00  -4.5120907e+00  -9.9788404e-01
  -3.5352602e+00  -4.4553817e+00  -9.9944781e-01
  -4.5714507e+00  -4.4660293e+00  -9.9999902e-01
  -4.5756852e+00  -4.6737906e+00  -9.9953709e-01
  -4.0504279e+00  -4.5920262e+00  -9.9806251e-01
  -2.7910048e+00  -4.5005072e+00  -9.9557677e-01
  -3.8812343e+00  -4.4915358e+00  -9.9208238e-01
  -5.0927822e+00  -4.4591821e+00  -9.8758289e-01
  -3.2173174e+00  -4.5055122e+00  -9.8208285e-01
  -3.7807372e+00  -4.5474590e+00  -9.7558784e-01
  -5.8079575e+00  -4.6193889e+00  -9.6810443e-01
  -4.5022058e+00  -4.7392182e+00  -9.5964022e-01
  -2.2210859e+00  -4.8874086e+00  -9.5020376e-01
  -3.4458945e+00  -4.8366563e+00  -9.3980463e-01
  -3.7081981e+00  -4.7985318e+00  -9.2845336e-01
  -4.1338805e+00  -4.7333935e+00  -9.1616145e-01
  -4.2131738e+00  -4.5807067e+00  -9.0294135e-01
  -5.3742110e+00  -4.6059300e+00  -8.8880645e-01
